,Media Source,Date,Text,Compound,Positive,Neutral,Negative,Tweet Count
267,@CNN,Thu May 21 09:57:54 +0000 2020,A man in Singapore was sentenced to death for drug trafficking last week via a Zoom call as the country's courts ho… https://t.co/c8cfdMpgZt,-0.6124,0.0,0.808,0.192,68
268,@CNN,Thu May 21 09:25:03 +0000 2020,"Two days after the Yellowstone National Park partially reopened following coronavirus restrictions, a woman was inj… https://t.co/1nkN3qB8RG",0.0,0.0,1.0,0.0,69
269,@CNN,Thu May 21 09:15:10 +0000 2020,Here's how Covid-19 could change the way we fly https://t.co/0ckU5hcJcl https://t.co/cHFEWWvZ0b,0.0,0.0,1.0,0.0,70
270,@CNN,Thu May 21 08:50:10 +0000 2020,A suspect is in custody after three people were shot Wednesday night at the Westgate Entertainment District in Glen… https://t.co/GoBo0Vw5yP,0.1531,0.122,0.783,0.096,71
271,@CNN,Thu May 21 08:31:58 +0000 2020,New Zealand's Jacinda Ardern has floated the idea of a four-day working week to help the economy in the wake of the… https://t.co/wHKyswmG62,0.4019,0.109,0.891,0.0,72
272,@CNN,Thu May 21 08:03:43 +0000 2020,"""It was as if a tsunami overwhelmed us, especially the oldest people.""

A whole generation was overwhelmed by Covid… https://t.co/7FVwBb1KJE",0.1027,0.118,0.882,0.0,73
273,@CNN,Thu May 21 07:50:02 +0000 2020,"Thousands of people have been left homeless in the wake of Cyclone Amphan, which slammed into India's eastern coast… https://t.co/vdjDcTs9Bj",0.0,0.0,1.0,0.0,74
274,@CNN,Thu May 21 07:25:06 +0000 2020,"At least 5,000,038 cases of Covid-19 have now been recorded globally, according to data compiled by Johns Hopkins U… https://t.co/wHggId5GZi",0.0,0.0,1.0,0.0,75
275,@CNN,Thu May 21 07:10:07 +0000 2020,The receptors that let the coronavirus into our cells appear to be less common in children's noses -- which may be… https://t.co/Rjb4CTWAKw,0.0,0.0,1.0,0.0,76
276,@CNN,Thu May 21 06:55:07 +0000 2020,A President who ought to be unifying the country seems to be using his office to indulge his own need for attention… https://t.co/Nfn174QFnD,0.0,0.0,1.0,0.0,77
277,@CNN,Thu May 21 06:40:05 +0000 2020,Former Vice President Joe Biden and the Democratic National Committee came close to matching the fundraising perfor… https://t.co/fDcDzQtqwD,0.0,0.0,1.0,0.0,78
278,@CNN,Thu May 21 06:36:14 +0000 2020,A suspect is in custody after three people were shot Wednesday night at the Westgate Entertainment District in Glen… https://t.co/6WpHUBCvIj,0.1531,0.122,0.783,0.096,79
279,@CNN,Thu May 21 06:25:03 +0000 2020,TikTok's hiring of Disney veteran Kevin Mayer may not be enough to win over the growing number of US lawmakers who… https://t.co/ZpU156YLfd,0.7003,0.264,0.736,0.0,80
280,@CNN,Thu May 21 06:10:12 +0000 2020,"""My dream is to meet every kid in the entire world and give them art."" This girl has sent over 1,500 children in ho… https://t.co/rs12xrPoVW",0.25,0.077,0.923,0.0,81
281,@CNN,Thu May 21 06:00:58 +0000 2020,Federal regulators have warned for more than 20 years of inadequate spillways at a Michigan dam that was breached T… https://t.co/CyTueYQGvo,-0.5859,0.0,0.798,0.202,82
282,@CNN,Thu May 21 05:50:02 +0000 2020,"The USS Theodore Roosevelt has returned to sea, after being docked in Guam for weeks due to a coronavirus outbreak… https://t.co/P33sI92Szq",0.0,0.0,1.0,0.0,83
283,@CNN,Thu May 21 05:35:07 +0000 2020,"The United States recorded 23,285 new cases of coronavirus and 1,518 related deaths on Wednesday, according to John… https://t.co/6ocdnN1EXd",0.4215,0.135,0.865,0.0,84
284,@CNN,Thu May 21 05:20:02 +0000 2020,"If the United States had implemented social distancing policies just a week sooner, it could have prevented more th… https://t.co/gcoNaSHxw5",0.4404,0.178,0.822,0.0,85
285,@CNN,Thu May 21 05:06:47 +0000 2020,"North Carolina Gov. Roy Cooper said dine-in eating, hair and nail salons, barbershops, churches and pools will be o… https://t.co/5LpchA12SZ",0.0,0.0,1.0,0.0,86
286,@CNN,Thu May 21 04:57:37 +0000 2020,Donald Trump in April 2009 said the Obama administration was handling the ​early days of the 2009-2010 H1N1 outbrea… https://t.co/k9MqrrIX7G,0.0,0.0,1.0,0.0,87
287,@CNN,Thu May 21 04:45:01 +0000 2020,The agency in charge of public transit in New York City announced a pilot program using ultraviolet light lamps in… https://t.co/nooioDCHSP,0.0,0.0,1.0,0.0,88
288,@CNN,Thu May 21 04:35:56 +0000 2020,Astronomers believe they have observed the first direct evidence of planet birth in a young star system 520 light-y… https://t.co/ROZElH3ZKx,0.0,0.0,1.0,0.0,89
289,@CNN,Thu May 21 04:25:02 +0000 2020,A state lawmaker in Illinois has defended his refusal to wear a mask meant to stem the spread of coronavirus after… https://t.co/PjShXSyoPj,0.0,0.0,1.0,0.0,90
290,@CNN,Thu May 21 04:11:06 +0000 2020,"""Given what experts have said about a potential resurgence of the virus and the flu season ... reopening schools th… https://t.co/W7wQpP2xfa",-0.3818,0.0,0.885,0.115,91
291,@CNN,Thu May 21 04:01:09 +0000 2020,A South Carolina woman who faces assault and battery charges told officials she thought her mail was being stolen b… https://t.co/26RSHK3ADj,-0.8442,0.0,0.664,0.336,92
292,@CNN,Thu May 21 03:53:34 +0000 2020,The director-general of the World Health Organization on Wednesday said that more cases had been reported to the ag… https://t.co/5SLtd7rLtc,0.0,0.0,1.0,0.0,93
293,@CNN,Thu May 21 03:35:16 +0000 2020,"Protesters staged a mock funeral at Lafayette Square in Washington, DC, to protest the White House coronavirus resp… https://t.co/PFDno6Kicv",-0.802,0.0,0.62,0.38,94
294,@CNN,Thu May 21 03:21:04 +0000 2020,Whereas Democrats are moving forward with a cautious approach — setting their convention back by a month and openly… https://t.co/Vp9ZAGL9gD,-0.1027,0.0,0.931,0.069,95
295,@CNN,Thu May 21 03:20:04 +0000 2020,A coronavirus model that has been cited by the White House is looking to incorporate data on whether Americans wear… https://t.co/9c4ruxARBW,0.0,0.0,1.0,0.0,96
296,@CNN,Thu May 21 03:20:04 +0000 2020,Senate Majority Leader Mitch McConnell has kept fellow Republicans at bay by saying Congress should wait before pas… https://t.co/KWfQDsjrgR,0.0,0.0,1.0,0.0,97
297,@CNN,Thu May 21 03:19:02 +0000 2020,"Coronavirus testing in the United States is disorganized and needs coordination at the national level, infectious d… https://t.co/GkOalDyJu8",0.1531,0.133,0.762,0.105,98
298,@CNN,Thu May 21 03:16:04 +0000 2020,"The University of California is going green.

The university system announced this week that it had divested comple… https://t.co/HLBmb2zFzM",0.0,0.0,1.0,0.0,99
299,@CNN,Thu May 21 03:15:05 +0000 2020,"Struggling farmers and ranchers, many of whom have seen their markets collapse as the coronavirus pandemic upended… https://t.co/4zwfrqdlEV",-0.7184,0.0,0.727,0.273,100
300,@Fox,Thu May 21 03:46:26 +0000 2020,@ow what is happening with these icons though,0.0,0.0,1.0,0.0,1
301,@Fox,Thu May 21 00:10:26 +0000 2020,"why bother working on a reasonable verification system if you can make people fight for checkmarks

https://t.co/BYV0rjWb8N",-0.6124,0.0,0.75,0.25,2
302,@Fox,Wed May 20 23:03:49 +0000 2020,@meyerweb prime assholery,0.0,0.0,1.0,0.0,3
303,@Fox,Wed May 20 22:57:37 +0000 2020,"you will never verify me, you cowards

https://t.co/3uT26tY9Ow",0.0,0.0,1.0,0.0,4
304,@Fox,Wed May 20 22:57:00 +0000 2020,"RT @JillWetzler: Ahahahaha what a witty and clever joke about a tremendously biased and neglected feature that has been ""on hold"" for liter…",-0.216,0.172,0.628,0.2,5
305,@Fox,Wed May 20 04:18:46 +0000 2020,"me: *asks a question*

@AWSSupport:

@AWSSupport: if you’d like support that will be 3% of your bill

me: fine, *pa… https://t.co/bihzAynjJ3",0.7184,0.28,0.72,0.0,6
306,@Fox,Wed May 20 04:09:25 +0000 2020,"The worst support I have ever seen in my career is hands-down @AWSSupport @awscloud. 

Endless questions unanswered… https://t.co/gnrEN4EY1j",-0.34,0.118,0.702,0.18,7
307,@Fox,Wed May 20 02:04:56 +0000 2020,"In March, there were a lot of predictions on how the global crisis is going to hit tech companies. 

Some are true… https://t.co/QRwG0sHVY7",-0.6249,0.0,0.843,0.157,8
308,@Fox,Wed May 20 01:52:56 +0000 2020,@dan_abramov masculinity stereotyping.,0.0,0.0,1.0,0.0,9
309,@Fox,Wed May 20 00:21:59 +0000 2020,"”I didn’t develop any enviable habits, and I’m more than OK with that. It’s an achievement to have rejected the pro… https://t.co/r2eJDsODr9",-0.0229,0.121,0.754,0.124,10
310,@Fox,Tue May 19 04:25:36 +0000 2020,"A really good analysis of the Australian COVIDSafe app from both privacy and security standpoints. 👇🏻

https://t.co/u3dOlHhDdp",0.6801,0.21,0.79,0.0,11
311,@Fox,Tue May 19 00:40:00 +0000 2020,"RT @mjmichellekim: Fortune 500 CEOs
- 37 women, 34 of them white
- 3 women of color, all Asians (Indian, Taiwanese, Chinese)
- 0 Black wome…",0.0,0.0,1.0,0.0,12
312,@Fox,Mon May 18 06:56:09 +0000 2020,"RT @perfemail: Performance Newsletter №49—track Web Vitals by @igrigorik, see JS framework impact by @tkadlec, learn if Chrome will block y…",-0.2023,0.088,0.792,0.121,13
313,@Fox,Mon May 18 06:28:22 +0000 2020,RT @drthema: Insecurity and imposter syndrome can create constant anxiety. Let’s breathe and give ourselves permission to release. It’s not…,-0.34,0.089,0.72,0.191,14
314,@Fox,Mon May 18 06:13:28 +0000 2020,@jstn porn,0.0,0.0,1.0,0.0,15
315,@Fox,Mon May 18 00:57:29 +0000 2020,@pjrvs *insert existential crisis*,-0.6249,0.0,0.423,0.577,16
316,@Fox,Mon May 18 00:44:22 +0000 2020,"@ow @pjrvs hahahaah it me 😂 

the problem I currently have is that the last redesign was when I still was looking f… https://t.co/rwfgE0HPIx",0.0516,0.114,0.749,0.138,17
317,@Fox,Mon May 18 00:38:59 +0000 2020,@pjrvs nearly every day i want to blog again but then I look at my website and want to redesign it and we both know how that goes,0.1531,0.091,0.909,0.0,18
318,@Fox,Sun May 17 04:40:37 +0000 2020,@jongold i thought any time was suitable for good ol shitpost?!,0.4926,0.242,0.758,0.0,19
319,@Fox,Sun May 17 01:04:40 +0000 2020,"@makenosound yeah, how could that go wrong, I really can’t tell lmao",0.5046,0.345,0.487,0.168,20
320,@Fox,Sun May 17 01:04:01 +0000 2020,there’s never anything good hiding under “show more replies” on the bird website. never.,-0.1326,0.116,0.736,0.148,21
321,@Fox,Sun May 17 00:36:44 +0000 2020,"If that’s the condition for going to restaurants and bars, I won’t be going. Still, can get takeaway without sacrif… https://t.co/lhb9u9YIG4",0.0,0.0,1.0,0.0,22
322,@Fox,Sun May 17 00:36:44 +0000 2020,Who manages this data? How long do they have it for? How many people at a given place have my data? There are no re… https://t.co/3adivIh0M2,-0.4098,0.0,0.901,0.099,23
323,@Fox,Sun May 17 00:36:44 +0000 2020,"Victoria announced lifting of restrictions and closures for hospitality venues, which is great.

What’s not great i… https://t.co/hmzqfYA4Uj",0.2037,0.175,0.684,0.141,24
324,@Fox,Sat May 16 01:54:19 +0000 2020,"RT @SarahMoran: If you have a job, stand in solidarity with those who don’t.

💔 594,300 Aussie jobs gone
💔 underemployment up 4.9% to 13.7%…",-0.6124,0.068,0.741,0.191,25
325,@Fox,Fri May 15 23:35:19 +0000 2020,"fb ruining gifs and expanding its tentacles, again

https://t.co/LpP8w4Ls4K",-0.25,0.0,0.8,0.2,26
326,@Fox,Fri May 15 10:54:01 +0000 2020,@benschwarz @MelissaKaulfuss here it is; ask me anything you want to know :) https://t.co/55HQrCEKeO,0.5106,0.264,0.736,0.0,27
327,@Fox,Fri May 15 09:56:27 +0000 2020,@dotmariusz woah. we have 15-25 cases a day for the whole country and only now some of the restaurants in some stat… https://t.co/IMqs2bIs93,0.0,0.0,1.0,0.0,28
328,@Fox,Fri May 15 04:38:02 +0000 2020,@alexgoffey aaahhh 🤤 I have been wondering if I should buy their book. their cakes are the best (and the most luxurious 😂),0.7964,0.229,0.716,0.054,29
329,@Fox,Fri May 15 02:40:18 +0000 2020,@eleanorkh and fashionable,0.0,0.0,1.0,0.0,30
330,@Fox,Fri May 15 01:53:42 +0000 2020,"I had a responsible, socially distanced coffee walk with a friend today (👋🏻 @eleanorkh). First time in two months.… https://t.co/iiqOLRkRMq",0.8271,0.283,0.717,0.0,31
331,@Fox,Fri May 15 00:33:28 +0000 2020,@csswizardry https://t.co/o4a1RleD2N,0.0,0.0,1.0,0.0,32
332,@Fox,Fri May 15 00:10:03 +0000 2020,"RT @humanworkplace: Your job title does not define you

Your salary does not define you

You are righteous with or without a job

Don’t let…",0.0,0.0,1.0,0.0,33
333,@Fox,Thu May 14 08:57:15 +0000 2020,@glenmaddern singapore?? 🙃,0.0,0.0,1.0,0.0,34
334,@Fox,Thu May 14 02:37:36 +0000 2020,we’ve been quietly testing @____lighthouse 6 beta for a few months and will be running the stable version right aft… https://t.co/nn8gC3xuzj,0.296,0.099,0.901,0.0,35
335,@Fox,Thu May 14 01:34:52 +0000 2020,"RT @venikunche: white women != diversity

Having just white women does not make your team or your event diverse.",0.0,0.0,1.0,0.0,36
336,@Fox,Wed May 13 06:12:46 +0000 2020,"@the_patima but, tbh, I am sick of those debates who’s real or not. they’re all gatekeeping people (usually minorit… https://t.co/ge18a8SEuP",-0.6652,0.0,0.81,0.19,37
337,@Fox,Wed May 13 06:09:06 +0000 2020,"@the_patima internally: never. your designer perfectionism and impostor syndrome won’t let u.
externally: never. th… https://t.co/5gi4de60QI",-0.2411,0.0,0.884,0.116,38
338,@Fox,Wed May 13 06:04:33 +0000 2020,"everything about this is golden.

https://t.co/WHoNBbEnS6",0.0,0.0,1.0,0.0,39
339,@Fox,Wed May 13 02:38:02 +0000 2020,"the obsession with tooling (incl. frameworks) is deeply rooted in tech. 

it’s also constantly weaponised to talk p… https://t.co/boCYtXGtJT",-0.34,0.0,0.882,0.118,40
340,@Fox,Wed May 13 02:36:48 +0000 2020,"@NatDudley omgmgmgmgmgmg yes!! i still remember when i went to see nanette at MICF; one of my first, and the best e… https://t.co/KNWtuMNvak",0.8168,0.263,0.737,0.0,41
341,@Fox,Wed May 13 02:25:54 +0000 2020,"I want @ArtifactUprsng, but in Australia. Are there really no high quality, decently priced photo+framing services here? 😭",-0.8042,0.045,0.666,0.289,42
342,@Fox,Tue May 12 06:54:13 +0000 2020,@benschwarz @glenmaddern i recommend never reading your mentions. works a treat!,0.6696,0.379,0.621,0.0,43
343,@Fox,Mon May 11 09:42:41 +0000 2020,"RT @karenkho: Economics says the best gifts for moms are:
-paid parental leave
-affordable child care
-men doing much more housework and pa…",0.802,0.259,0.699,0.042,44
344,@Fox,Mon May 11 09:15:42 +0000 2020,RT @maiab: I have figured out why people who work at big companies are so much less productive than people who work at startups and it’s be…,0.0,0.0,1.0,0.0,45
345,@Fox,Mon May 11 06:14:34 +0000 2020,"@holman writing like that is okay (I agree with the sentiment &amp; been saying this for ages) but it offers no data, n… https://t.co/sgW6lopf3B",0.0387,0.178,0.721,0.101,46
346,@Fox,Mon May 11 01:45:01 +0000 2020,@KasperWargula I use https://t.co/M5g71J0FVV but I think there are some tools that integrate directly with slack :),0.6124,0.2,0.8,0.0,47
347,@Fox,Sun May 10 06:16:15 +0000 2020,RT @rachelyhe_: “design leaders” who need to rip into junior designers in order to voice a dissenting opinion are not real leaders,0.0,0.0,1.0,0.0,48
348,@Fox,Thu May 07 23:28:57 +0000 2020,RT @jessica_salfia: This poem is called “First lines of emails I’ve received while quarantining.” https://t.co/4keCqPaO63,0.0,0.0,1.0,0.0,49
349,@Fox,Thu May 07 22:48:26 +0000 2020,"@NatDudley well, that is awful. I’m glad she found a much better home. ❤️",0.6124,0.364,0.5,0.136,50
350,@Fox,Thu May 07 22:47:27 +0000 2020,@danrubin I had the same problem with finding refried beans without lard. It’s a thing for sure; takes a bit of loo… https://t.co/olAGrqcj70,-0.1027,0.088,0.808,0.104,51
351,@Fox,Thu May 07 22:45:46 +0000 2020,@NatDudley omg what a cute fluff!,0.5093,0.397,0.603,0.0,52
352,@Fox,Thu May 07 21:51:22 +0000 2020,RT @kosamari: 5G is not gonna make your frontend performance disappear just like LTE and high performance CPU didn't fix it in the past dec…,0.1531,0.091,0.839,0.069,53
353,@Fox,Thu May 07 10:48:35 +0000 2020,„Ordinary life before the pandemic was already a catastrophe of desperation and exclusion for too many human beings… https://t.co/V04bdf3OwT,-0.8625,0.0,0.625,0.375,54
354,@Fox,Thu May 07 09:46:52 +0000 2020,@jongold tips from long-time bagel maker: don’t use baking soda. barley malt syrup changes nothing. bagels need 5 i… https://t.co/mViNXWgrhv,0.0,0.0,1.0,0.0,55
355,@Fox,Thu May 07 02:36:12 +0000 2020,"@TheCodePixi that’s much more convenient! ios hasn’t gotten to that yet, lol",0.4753,0.219,0.781,0.0,56
356,@Fox,Thu May 07 02:34:19 +0000 2020,"@TheCodePixi haha, all good! I use https://t.co/M5g71J0FVV 👍🏻",0.7345,0.382,0.618,0.0,57
357,@Fox,Thu May 07 02:29:06 +0000 2020,"posting self-recorded GIFs is a long-term strategy I used to build team connection with remote co-workers. now, I’m… https://t.co/zNJrbQ8AXE",0.0,0.0,1.0,0.0,58
358,@Fox,Wed May 06 04:52:38 +0000 2020,@anildash same! I definitely evolved the rules as the time passed. but definitely it has prompted thinking and bein… https://t.co/1lpK315ZAe,0.69,0.24,0.76,0.0,59
359,@Fox,Wed May 06 04:46:33 +0000 2020,@anildash they are always the same,0.0,0.0,1.0,0.0,60
360,@Fox,Wed May 06 04:43:13 +0000 2020,"also, to clarify: I RT all underrepresented groups, including PoC and LGBTQIA+. gender ain’t binary, nor it’s the p… https://t.co/y1ZyLdYPU3",0.0,0.0,1.0,0.0,61
361,@Fox,Wed May 06 04:38:43 +0000 2020,here to block all whataboutists and offended white men who will emerge in this thread,-0.5994,0.0,0.726,0.274,62
362,@Fox,Wed May 06 04:37:24 +0000 2020,"@theshawwn thanks but I had enough of white men wisdom in my time, which this is a prime example of 👋🏻",0.8968,0.33,0.67,0.0,63
363,@Fox,Wed May 06 04:35:19 +0000 2020,@Firesphere you can make your own rules. I include PoC and LGBTQIA+.,0.0,0.0,1.0,0.0,64
364,@Fox,Wed May 06 04:15:29 +0000 2020,"noticed someone pointing out that @anildash only retweets women. 

his statement got me to stop RTing men + focus o… https://t.co/1h2LAxCgdA",-0.296,0.0,0.901,0.099,65
365,@Fox,Tue May 05 00:23:41 +0000 2020,@jongold I am genuinely excited by vegetables and teen kaz is screaming ”what is vegetable”. it’s a mood,-0.0516,0.114,0.762,0.124,66
366,@Fox,Mon May 04 10:07:18 +0000 2020,@KaiBrach Thank you so much! It really means a lot to me since it’s my first exercise on executing a brand with ful… https://t.co/XuiBGEaBfz,0.4199,0.108,0.892,0.0,67
367,@Fox,Mon May 04 05:21:23 +0000 2020,"@jongold long live five elephant cheesecake, the best pie ❤️",0.6369,0.296,0.704,0.0,68
368,@Fox,Mon May 04 05:14:12 +0000 2020,@jongold these photos are so beautiful,0.7177,0.5,0.5,0.0,69
369,@Fox,Mon May 04 03:37:03 +0000 2020,While semantics might be useful for greater adoption of web performance it does not solve the inequity problem at a… https://t.co/wljihtJAWm,0.2751,0.202,0.637,0.161,70
370,@Fox,Mon May 04 03:29:38 +0000 2020,"A more understandable name for #webperf can be helpful. 

But what we need is widespread understanding of its impor… https://t.co/5PHzMdte35",0.2263,0.091,0.909,0.0,71
371,@Fox,Mon May 04 02:36:57 +0000 2020,@marekIsOkay 🙌🏻,0.0,0.0,1.0,0.0,72
372,@Fox,Mon May 04 02:36:50 +0000 2020,@imtraptir thank you! ✊🏻,0.4199,0.285,0.715,0.0,73
373,@Fox,Mon May 04 02:36:44 +0000 2020,@jilljubs squee ❤️,0.0,0.0,1.0,0.0,74
374,@Fox,Mon May 04 02:36:37 +0000 2020,@stewartsc thank you! 🙌🏻,0.4199,0.285,0.715,0.0,75
375,@Fox,Mon May 04 00:31:44 +0000 2020,@unRonic @Grammarly I think in general such services are pretty invasive but the caveat that they might store what… https://t.co/WQYsnTeOMg,0.2732,0.1,0.9,0.0,76
376,@Fox,Mon May 04 00:24:35 +0000 2020,"I found @Grammarly really useful, but I can’t allow entertaining the thought they’re storing everything I write whe… https://t.co/x5urt9QRA2",0.8072,0.341,0.659,0.0,77
377,@Fox,Sun May 03 10:05:28 +0000 2020,"“A white identity is a trust fund, and its currency is grievance that is stolen from others.”

—Nesrine Malik",-0.4588,0.129,0.625,0.246,78
378,@Fox,Sat May 02 06:58:00 +0000 2020,RT @NewYorker: Setting reasonable goals during a crisis. https://t.co/QIirBpnuJ7,-0.6249,0.0,0.661,0.339,79
379,@Fox,Sat May 02 06:29:35 +0000 2020,@jongold 🤤,0.0,0.0,1.0,0.0,80
380,@Fox,Sat May 02 03:55:56 +0000 2020,"First time in my tech career of 15 years I’m a shareholder (also, in a profitable company that has no debts to anyo… https://t.co/VDOPxLNrva",0.1779,0.107,0.812,0.081,81
381,@Fox,Sat May 02 01:17:23 +0000 2020,@yesidanderfer thank you! 🤗 keeping it real at my house 🙏🏻,0.68,0.285,0.715,0.0,82
382,@Fox,Fri May 01 23:46:31 +0000 2020,@MikeEsto thank you! 🙇🏻‍♀️,0.4199,0.237,0.763,0.0,83
383,@Fox,Fri May 01 23:39:47 +0000 2020,"@KaiBrach yeah, I was also surprised. I normally don’t answer calls from No Caller ID. the only reason why I did wa… https://t.co/QaQV0VbSoP",0.2263,0.156,0.76,0.084,84
384,@Fox,Fri May 01 23:25:56 +0000 2020,"It also included a free influenza and  rsv virus test, which I also don’t have. Thanks, Aussie healthcare! 😂🙏🏻",0.8553,0.284,0.663,0.052,85
385,@Fox,Fri May 01 22:49:01 +0000 2020,"Tested negative for corona 🙃 (I knew that would be the case, but followed the rules nonetheless!). 

Got a call abo… https://t.co/vYTQ8FpMpb",-0.3903,0.0,0.893,0.107,86
386,@Fox,Fri May 01 09:46:01 +0000 2020,"RT @calibreapp: We are proud to donate free performance monitoring to @COVID19Tracking.

The Covid Tracking Project is a volunteer organisa…",0.7506,0.262,0.738,0.0,87
387,@Fox,Thu Apr 30 23:11:33 +0000 2020,"@joelgascoigne seems like it’s a perfect strategy especially if there’s not much loss. 

we came to a conclusion th… https://t.co/OltLD96T2P",0.7999,0.324,0.676,0.0,88
388,@Fox,Thu Apr 30 23:07:31 +0000 2020,"@joelgascoigne sounds like a good decision! frankly, I’m operating at 40-50% of my normal productivity and forcing… https://t.co/kzCz2NcpIi",0.69,0.262,0.738,0.0,89
389,@Fox,Thu Apr 30 23:04:07 +0000 2020,@adamliaw sO mUcH tImE tO bE aNxIoUs aNd sTrEsSeD mIgHt pIcK uP a hObBy,-0.5267,0.0,0.732,0.268,90
390,@Fox,Thu Apr 30 22:58:31 +0000 2020,"@alicegoldfuss honestly, it does deserve a good punching. it’s a bit of an asshole",0.7096,0.33,0.67,0.0,91
391,@Fox,Thu Apr 30 22:56:26 +0000 2020,@alicegoldfuss My anxiety feels attacked lol,-0.2263,0.267,0.286,0.448,92
392,@Fox,Thu Apr 30 08:59:57 +0000 2020,@johnsyweb I had a hot toddy last week and it changed my life! ✨,0.3802,0.166,0.834,0.0,93
393,@Fox,Thu Apr 30 08:59:05 +0000 2020,"@meelijane thanks, Milly! ❤️",0.4926,0.444,0.556,0.0,94
394,@Fox,Thu Apr 30 08:57:33 +0000 2020,@NatDudley oh yeah. A pap is horrible for me. So there you go! Sound advice from your doc. 🙏🏻,-0.3802,0.082,0.778,0.14,95
395,@Fox,Thu Apr 30 08:42:39 +0000 2020,"@NatDudley yeah, that’s what I expected :( it’s really personal. welcome to the rona test club for me I guess?",0.3774,0.216,0.67,0.114,96
396,@Fox,Thu Apr 30 08:27:25 +0000 2020,"@edinbeth I mean, for me it wasn’t! Different people will have different experiences. I’m honestly really anxious a… https://t.co/t76kU4eI6k",0.2498,0.146,0.753,0.102,97
397,@Fox,Thu Apr 30 08:04:34 +0000 2020,@janl ❤️,0.0,0.0,1.0,0.0,98
398,@Fox,Thu Apr 30 08:04:28 +0000 2020,"@dgoodlad nope nope noooooooppeeeeeee. being next to one was stressful enough. although, not a lot of people were wearing masks!",-0.5562,0.0,0.841,0.159,99
399,@Fox,Thu Apr 30 08:03:45 +0000 2020,"Overall, it felt like a very smooth, organised, and even more so, safe experience. I’d urge anyone with any symptom… https://t.co/enyOUDEkJZ",0.6887,0.23,0.77,0.0,100
400,@NYTimes,Thu May 21 20:46:46 +0000 2020,"The two dams that failed in Michigan were rated “high hazard,” meaning that a failure could lead to deaths. About 1… https://t.co/TqOXXpiXNV",-0.765,0.0,0.752,0.248,1
401,@NYTimes,Thu May 21 20:40:08 +0000 2020,"""It’s a funny thing, Zooming with Spike Lee,"" writes @uugwuu. ""He’s remote, confined within a box within a box on y… https://t.co/VTlnWiNbpM",0.4404,0.121,0.879,0.0,2
402,@NYTimes,Thu May 21 20:30:04 +0000 2020,"Volkswagen has pulled and apologized for a racist ad. An executive said the “guilt of our company,” referring to it… https://t.co/u1QbJcT1mi",-0.4019,0.091,0.751,0.158,3
403,@NYTimes,Thu May 21 20:16:02 +0000 2020,Read more about the racial divide in how the coronavirus has hit nursing homes here https://t.co/51f6yZPlDu,0.0,0.0,1.0,0.0,4
404,@NYTimes,Thu May 21 20:15:23 +0000 2020,"The coronavirus has been infecting and killing people of color at disproportionately high rates in the U.S., data h… https://t.co/aLHWeW3opZ",-0.6597,0.0,0.812,0.188,5
405,@NYTimes,Thu May 21 20:13:45 +0000 2020,"In East Los Angeles, a worker at a nursing home where many residents are Latino said workers were not given masks u… https://t.co/kiktNMWIUL",0.0,0.0,1.0,0.0,6
406,@NYTimes,Thu May 21 20:11:50 +0000 2020,"In Baltimore County, workers at one nursing home where many residents are black said they were given rain ponchos a… https://t.co/MVOM5qXjBo",0.0,0.0,1.0,0.0,7
407,@NYTimes,Thu May 21 20:10:23 +0000 2020,"In the Chicago area, one man said he had to move his mother from a nursing home after she tested positive for the c… https://t.co/YtxlBPnT8H",0.5574,0.13,0.87,0.0,8
408,@NYTimes,Thu May 21 20:07:32 +0000 2020,"The New York Times teamed up with @baltimoresun, @LAist and @thesouthern to interview dozens of current and former… https://t.co/qsuUxD4AdJ",0.0,0.0,1.0,0.0,9
409,@NYTimes,Thu May 21 20:06:09 +0000 2020,"The racial disparity in nursing homes hit by the coronavirus existed no matter the size of the facility, its locati… https://t.co/IAXAOB8Of0",-0.0191,0.0,0.949,0.051,10
410,@NYTimes,Thu May 21 20:03:50 +0000 2020,More than 60% of nursing homes where at least a quarter of the residents are black or Latino have reported at least… https://t.co/dYGGBPyyEH,0.0,0.0,1.0,0.0,11
411,@NYTimes,Thu May 21 20:01:07 +0000 2020,Nursing homes with a significant number of black and Latino residents have been twice as likely to be hit by the co… https://t.co/NmUgCqYyX3,0.2732,0.129,0.871,0.0,12
412,@NYTimes,Thu May 21 19:40:03 +0000 2020,"In Opinion

""The forecast from researchers is grim: Warm weather alone will not control the virus in America or abr… https://t.co/2WAk6WdRVo",-0.5859,0.074,0.703,0.223,13
413,@NYTimes,Thu May 21 19:20:03 +0000 2020,"Two months into the coronavirus pandemic, nearly one in four New Yorkers is in need of food, Mayor Bill de Blasio s… https://t.co/bUhSsREi7w",0.0,0.0,1.0,0.0,14
414,@NYTimes,Thu May 21 19:00:08 +0000 2020,"The average number of daily new coronavirus cases worldwide over the past week — more than 91,000 — is higher than… https://t.co/HTWE56w0NN",0.0772,0.058,0.942,0.0,15
415,@NYTimes,Thu May 21 18:50:06 +0000 2020,"RT @jeannasmialek: Coronavirus ""poses the most serious threat to maximum employment and, potentially, to price stability that the United St…",-0.3551,0.112,0.678,0.21,16
416,@NYTimes,Thu May 21 18:40:03 +0000 2020,The scientist and former pharmaceutical executive leading President Trump’s efforts to develop a coronavirus vaccin… https://t.co/5buQ6vyhen,0.0,0.0,1.0,0.0,17
