,Media Source,Date,Text,Compound,Positive,Neutral,Negative,Tweet Count
128,@CBS,Tue May 19 22:25:51 +0000 2020,"RT @gameon: Elite athletes. Epic challenges. #GameOn premieres Wednesday, May 27 at 8/7c on CBS! https://t.co/j9K1BntSe3",0.1511,0.096,0.904,0.0,29
129,@CBS,Tue May 19 21:24:45 +0000 2020,RT @CBSAllAccess: A fresh show has just hit CBS All Access. Every episode of the military drama 68 Whiskey is ready to binge! #68WhiskeyTV…,0.6239,0.188,0.812,0.0,30
130,@CBS,Tue May 19 21:22:58 +0000 2020,RT @hicusick: Back in the fall!!! @macgyvercbs https://t.co/1iKgk8qQgm,0.0,0.0,1.0,0.0,31
131,@CBS,Tue May 19 21:22:50 +0000 2020,RT @TVGuide: Here's @CBS's Fall 2020 tv schedule https://t.co/YReZdRvytW https://t.co/N6dvcNdlkc,0.0,0.0,1.0,0.0,32
132,@CBS,Tue May 19 21:22:34 +0000 2020,RT @Cudlitz: #Clarice is coming to @cbs. Could not be more proud of this talented group. @Alex_Kurtzman #jennylemut @BecEBreeds @kalpenn #n…,0.1354,0.132,0.758,0.111,33
133,@CBS,Tue May 19 19:25:24 +0000 2020,"Acclaimed Executive Producers @Alex_Kurtzman and Jenny Lumet talk about their new drama #Clarice, coming soon to CB… https://t.co/BMEBRizKOg",0.0,0.0,1.0,0.0,34
134,@CBS,Tue May 19 19:24:12 +0000 2020,"Before #TheEqualizer joins the New 2020-2021 CBS Primetime Schedule, Executive Producer and Star @QueenLatifah and… https://t.co/2zZH1GMzJY",0.0,0.0,1.0,0.0,35
135,@CBS,Tue May 19 19:20:33 +0000 2020,"From Executive Producers Chuck Lorre and Marco Pennette comes #BPositive, a new CBS comedy about getting a life. https://t.co/6hzgboonZT",0.3612,0.122,0.878,0.0,36
136,@CBS,Tue May 19 19:19:00 +0000 2020,We're so excited to share the New 2020-2021 CBS Primetime Schedule with you. For more information about the new lin… https://t.co/6QD5FgFHrg,0.6318,0.213,0.787,0.0,37
137,@CBS,Tue May 19 18:04:08 +0000 2020,RT @thegoodfight: Psst... Hey! Have a friend who still hasn't seen #TheGoodFight? Now's the time to change that with a one month free trial…,0.7777,0.236,0.764,0.0,38
138,@CBS,Mon May 18 23:55:17 +0000 2020,RT @TheTalkCBS: The hosts play a quarantine “Quickie Deals” version of @letsmakeadeal with @WayneBrady and Jonathan Mangum (@Mangum1) and d…,0.34,0.112,0.888,0.0,39
139,@CBS,Mon May 18 23:26:20 +0000 2020,"Near, far, wherever you are, #CBSMovieNight has Titanic this week. We set sail this Sunday at 7pm/6c on CBS and… https://t.co/dREVRylekC",0.0,0.0,1.0,0.0,40
140,@CBS,Mon May 18 21:31:17 +0000 2020,"RT @broke: On this week's new #JaimesHappyHour, #Broke's @JaimeCamil welcomes the hilarious @IanKarmel from the new CBS show @GameOn and Th…",0.3818,0.206,0.687,0.107,41
141,@CBS,Mon May 18 20:24:16 +0000 2020,"As we continue to experience these strange times, remember to stay connected. #AloneTogether https://t.co/49hz15cO3k",-0.2023,0.0,0.878,0.122,42
142,@CBS,Mon May 18 02:30:07 +0000 2020,"Thanks for watching #MissionImpossible with us. Tune in Sunday, May 24 at 7/6c for next week's #CBSMovieNight, Tita… https://t.co/osqY9RXH1s",0.4404,0.139,0.861,0.0,43
143,@CBS,Mon May 18 02:29:48 +0000 2020,"Same, after watching all that action. #CBSMovieNight https://t.co/tR8HSjj8hj",0.0,0.0,1.0,0.0,44
144,@CBS,Mon May 18 02:25:21 +0000 2020,It's the conductor's last day before retirement. He doesn't have time for this. #CBSMovieNight https://t.co/Wtp9kNz3pN,0.0,0.0,1.0,0.0,45
145,@CBS,Mon May 18 02:24:23 +0000 2020,We love an old-timey chunnel pursuit sequence. What's your favorite stunt from the #MissionImpossible movies?… https://t.co/xWVTWHQWFT,0.802,0.34,0.66,0.0,46
146,@CBS,Mon May 18 02:22:40 +0000 2020,"How we remember our commute

#CBSMovieNight https://t.co/68aYfEZWKx",0.0,0.0,1.0,0.0,47
147,@CBS,Mon May 18 02:07:30 +0000 2020,@JohnGumm @Bob_Herzog @Local12 @dopplertim @TomCruise There's still time. https://t.co/5CBa38hzbR,0.0,0.0,1.0,0.0,48
148,@CBS,Mon May 18 02:05:47 +0000 2020,"@TeamRickandIlsa Especially the tall, bearded Russian guy in the beginning of the movie! 😉 #CBSMovieNight",0.0,0.0,1.0,0.0,49
149,@CBS,Mon May 18 02:04:50 +0000 2020,@ReparSandra We're in for the long haul! Just wait until Titanic next week.  😊 #CBSMovieNight https://t.co/CGB12ljHsk,0.7424,0.259,0.741,0.0,50
150,@CBS,Mon May 18 02:00:00 +0000 2020,"Inspired by another classic, THAT scene is even more iconic than you may have thought. #CBSMovieNight https://t.co/omQnD2D4Is",0.4939,0.167,0.833,0.0,51
151,@CBS,Mon May 18 01:59:24 +0000 2020,@CathyWanza We remember (but we're like 90). 😉 https://t.co/RwBgd4LnPe,0.5023,0.265,0.735,0.0,52
152,@CBS,Mon May 18 01:50:11 +0000 2020,@MrPEC_Tacular https://t.co/F0WOmcacKQ,0.0,0.0,1.0,0.0,53
153,@CBS,Mon May 18 01:38:38 +0000 2020,"When you discover you're out of hand sanitizer 

#CBSMovieNight https://t.co/FUX8jo5HCJ",0.4939,0.262,0.738,0.0,54
154,@CBS,Mon May 18 01:37:18 +0000 2020,"Does anyone have this level of core strength at this point of the quarantine? OK, probably @TomCruise.… https://t.co/SPsnWXT2Mw",0.4939,0.158,0.842,0.0,55
155,@CBS,Mon May 18 01:35:41 +0000 2020,"To be honest, didn't we all have this look of anxiety when working on computers in 1996? #CBSMovieNight https://t.co/yIPO3tL22I",0.3818,0.15,0.773,0.077,56
156,@CBS,Mon May 18 01:35:13 +0000 2020,It's weird to think that this is how we used to read email. #CBSMovieNight https://t.co/nz4CzzhGAu,-0.1779,0.0,0.892,0.108,57
157,@CBS,Mon May 18 01:22:49 +0000 2020,"Ethan's really cruising.

Oh, we see what we did there. #CBSMovieNight https://t.co/i89gn4sJud",0.0,0.0,1.0,0.0,58
158,@CBS,Mon May 18 01:21:19 +0000 2020,Pssh. Of course the answer is that Tom Cruise does his own stunts. 🙃 https://t.co/TfqO1dYXiX,0.0,0.0,1.0,0.0,59
159,@CBS,Mon May 18 01:02:10 +0000 2020,What we say when we encounter two doctors. (We'll see ourselves out.) #CBSMovieNight https://t.co/3w4ybsfFHh,0.0,0.0,1.0,0.0,60
160,@CBS,Mon May 18 01:00:18 +0000 2020,Who was Tom Cruise’s Stunt Double in #MissionImpossible? #CBSMovieNight,0.0,0.0,1.0,0.0,61
161,@CBS,Mon May 18 00:49:56 +0000 2020,"Remember when we had to type ""INTERNET ACCESS"" to log on to the internet? Neither do we. #CBSMovieNight https://t.co/qv9Z4bbKsw",0.0,0.0,1.0,0.0,62
162,@CBS,Mon May 18 00:47:35 +0000 2020,#TFW when you forget why you walked in this room. #CBSMovieNight https://t.co/kAEBGTWgQj,-0.2263,0.0,0.853,0.147,63
163,@CBS,Mon May 18 00:38:31 +0000 2020,"In the end, the aquarium restaurant tanked.

See @TomCruise talk to @etnow back in 1996 about the making of the res… https://t.co/sC1Jch3raa",0.0,0.0,1.0,0.0,64
164,@CBS,Mon May 18 00:36:56 +0000 2020,"Logging into your tenth Zoom meeting of the day

#CBSMovieNight https://t.co/c7MJHMQiSX",0.0,0.0,1.0,0.0,65
165,@CBS,Mon May 18 00:35:35 +0000 2020,The correct answer was Job 314. https://t.co/ww4IP4Uc8L,0.0,0.0,1.0,0.0,66
166,@CBS,Mon May 18 00:30:11 +0000 2020,We bet today's spies dress more business casual. #CBSMovieNight https://t.co/H058l9jEsU,0.2682,0.188,0.812,0.0,67
167,@CBS,Mon May 18 00:30:00 +0000 2020,An all-time action film with a more stealthy take on the star of the show. #CBSMovieNight https://t.co/usLr0kv5t6,-0.101,0.0,0.92,0.08,68
168,@CBS,Mon May 18 00:24:17 +0000 2020,"@frid_barnabas Yeah, it is. 😊 https://t.co/r9oxrfjTo6",0.802,0.539,0.461,0.0,69
169,@CBS,Mon May 18 00:23:16 +0000 2020,"RT @CBSAllAccess: Your mission, should you choose to accept it: join us to watch #MissionImpossible on @CBS and #CBSAllAccess LIVE! #CBSMov…",0.6239,0.211,0.789,0.0,70
170,@CBS,Mon May 18 00:15:28 +0000 2020,Ethan Hunt figures out the connection between a Bible verse and a hidden identity. What was the code name? #CBSMovieNight,0.0,0.0,1.0,0.0,71
171,@CBS,Mon May 18 00:13:45 +0000 2020,"Trying to determine which show you're going to binge next like

#CBSMovieNight https://t.co/ntVcicJdpz",0.3612,0.172,0.828,0.0,72
172,@CBS,Mon May 18 00:11:55 +0000 2020,"Stop trying to make ""Hasta lasagna, don't get any on ya"" happen, Jack. #CBSMovieNight https://t.co/3keX7hBadd",-0.296,0.0,0.864,0.136,73
173,@CBS,Mon May 18 00:09:26 +0000 2020,Mission: Adorable. And Deadly #CBSMovieNight https://t.co/i2cFUROtjD,0.4939,0.39,0.61,0.0,74
174,@CBS,Mon May 18 00:08:50 +0000 2020,"""We need to talk"" is a look. #CBSMovieNight https://t.co/Px2ToxbaXe",0.0,0.0,1.0,0.0,75
175,@CBS,Mon May 18 00:08:14 +0000 2020,This advice is what makes us such an effective spy while sheltering in place. #CBSMovieNight https://t.co/IVTcXsgriu,0.4767,0.171,0.829,0.0,76
176,@CBS,Mon May 18 00:06:27 +0000 2020,"When you listen to the #MissionImpossible theme song, but like, *really* listen to it.

Did you know this movie's v… https://t.co/ssL56uTCUS",0.5023,0.14,0.86,0.0,77
177,@CBS,Mon May 18 00:05:00 +0000 2020,"A special Tom Cruise Easter Egg hidden, with a call back to another one of his most famous roles. #CBSMovieNight https://t.co/sr5s5YicNc",0.4019,0.119,0.881,0.0,78
178,@CBS,Mon May 18 00:04:24 +0000 2020,"Come on, everybody. Sing along! You know the words: Dun dun DUN dun, DUN dun dun dun. #CBSMovieNight https://t.co/BTWI1uhBk5",0.0,0.0,1.0,0.0,79
179,@CBS,Mon May 18 00:03:53 +0000 2020,Cheers to another great #CBSMovieNight! https://t.co/iUrQXo9whK,0.8172,0.652,0.348,0.0,80
180,@CBS,Mon May 18 00:00:00 +0000 2020,We're going back to the beginning for @TomCruise as Ethan Hunt. #CBSMovieNight's presentation of Mission: Impossibl… https://t.co/cU0B3GTL2G,0.0,0.0,1.0,0.0,81
181,@CBS,Sun May 17 21:59:55 +0000 2020,"RT @latelateshow: “Mission Impossible” will be airing during tonight’s #CBSMovieNight 

If you choose to accept this mission, tune into @CB…",0.3818,0.12,0.88,0.0,82
182,@CBS,Sun May 17 20:04:51 +0000 2020,RT @YandR_CBS: It’s a week full of Winters starting tomorrow on #YR! ❤️ Reminisce on the history of this iconic Genoa City family and tune…,0.0,0.0,1.0,0.0,83
183,@CBS,Sun May 17 19:01:07 +0000 2020,RT @CBSSunday: Working from home: @tonydokoupil and @KatyTurNBC on broadcasting live from their basement https://t.co/M2p6z3iT03 https://t.…,0.0,0.0,1.0,0.0,84
184,@CBS,Sun May 17 18:42:09 +0000 2020,"In case you missed it, or if you'd just like to graduate again, #GraduateTogether: America Honors the Class of 2020… https://t.co/yi8m5HoH23",0.5574,0.223,0.692,0.085,85
185,@CBS,Sun May 17 15:37:24 +0000 2020,Your mission begins TONIGHT. Watch #MissionImpossible on #CBSMovieNight starting at 8/7c on CBS and @CBSAllAccess. https://t.co/xCmfOdrkUz,0.0,0.0,1.0,0.0,86
186,@CBS,Sun May 17 01:25:58 +0000 2020,"""This is your generation’s world to shape.""

View @BarackObama's complete commencement address to the graduating hi… https://t.co/NgX1Fz8oDu",0.0,0.0,1.0,0.0,87
187,@CBS,Sun May 17 01:10:42 +0000 2020,JOIN THEM! #GraduateTogether (video courtesy of @XQAmerica and @EIFoundation) https://t.co/PzHOuUBKhm,0.6932,0.417,0.583,0.0,88
188,@CBS,Sun May 17 00:57:10 +0000 2020,"Happy Graduation, Class of 2020! You did it! #GraduateTogether https://t.co/im5PpInc4O",0.6467,0.322,0.678,0.0,89
189,@CBS,Sun May 17 00:55:28 +0000 2020,"""This is your generation’s world to shape.""
""Build a community. No one does big things by themselves.""… https://t.co/8YI6xUwx99",-0.296,0.0,0.885,0.115,90
190,@CBS,Sun May 17 00:45:20 +0000 2020,"What @lizakoshy said. We're so proud of you, graduating seniors! #GraduateTogether https://t.co/7I6P2Y13qv",0.6466,0.28,0.72,0.0,91
191,@CBS,Sun May 17 00:40:02 +0000 2020,"""Building your community is how you change the world."" - @KingJames #GraduateTogether https://t.co/334kp2N6Lz",0.0,0.0,1.0,0.0,92
192,@CBS,Sun May 17 00:37:07 +0000 2020,"""And sometimes you'll feel out of place
You can't promise me it'll be the same
Cause sometimes change""

-@HERMusicx… https://t.co/r1bBmoBcMW",-0.2411,0.0,0.906,0.094,93
193,@CBS,Sun May 17 00:35:07 +0000 2020,"""Keep on keeping at what you love
You'll find that someday soon enough
You will rise up, rise up.""

Thanks,… https://t.co/nU3PpsqhQr",0.6369,0.174,0.826,0.0,94
194,@CBS,Sun May 17 00:34:39 +0000 2020,".@SHAQ shared his, but what’s some #WisdomFromTheClassof2020 you’ve learned? #GraduateTogether https://t.co/TudxMCV1Ig",0.1779,0.145,0.855,0.0,95
195,@CBS,Sun May 17 00:31:34 +0000 2020,"""A little adversity makes for a very compelling story, so write a good one."" -@LenaWaithe #GraduateTogether https://t.co/UTKUFSe1Gv",0.431,0.245,0.64,0.115,96
196,@CBS,Sun May 17 00:29:56 +0000 2020,"""The class of 2020 won’t be defined by what we lost to this virus, but by how we responded to it."" - @Malala… https://t.co/2517STtym8",-0.1655,0.0,0.933,0.067,97
197,@CBS,Sun May 17 00:28:20 +0000 2020,"See, Mom and Dad. Animal Crossing IS educational. At least according to @kumailn. #GraduateTogether https://t.co/HJps5SKRkv",0.0,0.0,1.0,0.0,98
198,@CBS,Sun May 17 00:21:43 +0000 2020,"While the Platt brothers sing their medley, what songs will you always associate with high school? #GraduateTogether https://t.co/M3OhkwubhR",0.0,0.0,1.0,0.0,99
199,@CBS,Sun May 17 00:20:27 +0000 2020,"""I’m not going to ask you to come together. I’m going to ask you to demand better together."" - @mPinoe… https://t.co/Lfjgca3a8l",0.34,0.124,0.812,0.064,100
200,@CNN,Thu May 21 21:02:48 +0000 2020,"Chinese stocks are the latest flashpoint in an intensifying standoff between the US and China.

In recent days, US… https://t.co/rxqQJHP76i",0.0,0.0,1.0,0.0,1
201,@CNN,Thu May 21 20:47:00 +0000 2020,Victoria's Secret is permanently closing a quarter of its stores in the United States and Canada over the next few… https://t.co/E727TQxULe,0.4215,0.123,0.877,0.0,2
202,@CNN,Thu May 21 20:31:01 +0000 2020,First lady Melania Trump will take part in tonight's #CNNTownHall on coronavirus. She's expected to address the nat… https://t.co/v0B5O3x5iW,0.0,0.0,1.0,0.0,3
203,@CNN,Thu May 21 20:12:29 +0000 2020,"One grocery store in Manchester, Missouri, decided their salad bars were looking a bit lonely. So what used to be f… https://t.co/keRAsK0jNf",-0.3612,0.0,0.894,0.106,4
204,@CNN,Thu May 21 19:56:08 +0000 2020,Two of the US military's most senior leaders issued a stark warning Thursday that the threat from the coronavirus i… https://t.co/kswVXg11gZ,-0.7003,0.0,0.766,0.234,5
205,@CNN,Thu May 21 19:54:39 +0000 2020,New Hampshire Sen. Jeanne Shaheen has informed Joe Biden's presidential campaign that she is not interested in bein… https://t.co/CLXEg4jzNa,-0.3089,0.0,0.889,0.111,6
206,@CNN,Thu May 21 19:37:49 +0000 2020,"More than 1,200 pastors in California have signed a petition that says they will resume in-person services beginnin… https://t.co/bgMwDQm0At",0.0,0.0,1.0,0.0,7
207,@CNN,Thu May 21 19:28:23 +0000 2020,What questions do you have about education amid the coronavirus pandemic? Post your questions in the comments secti… https://t.co/e74Dz7re62,0.0,0.0,1.0,0.0,8
208,@CNN,Thu May 21 19:20:04 +0000 2020,"The coronavirus recession will cause Trump to suffer a ""historic defeat"" in November, a national election model rel… https://t.co/d9pVoNVu5h",-0.8519,0.0,0.632,0.368,9
209,@CNN,Thu May 21 19:13:30 +0000 2020,"Next week, each state in the US will be reopening in some capacity, which has many people wondering how to prepare.… https://t.co/kBqvf7KDw8",0.0,0.0,1.0,0.0,10
210,@CNN,Thu May 21 19:10:04 +0000 2020,"""My dream is to meet every kid in the entire world and give them art."" This girl has sent over 1,500 children in ho… https://t.co/cSTh25MyDN",0.25,0.077,0.923,0.0,11
211,@CNN,Thu May 21 19:00:08 +0000 2020,How do you think the pandemic will change the classroom? Join @AndersonCooper and @DrSanjayGupta for a new… https://t.co/eIvHVYopgI,0.296,0.115,0.885,0.0,12
212,@CNN,Thu May 21 18:50:07 +0000 2020,"If the US began social distancing a week earlier than it did, it could've prevented at least 36,000 coronavirus dea… https://t.co/Cxh0cBISaf",0.0258,0.052,0.948,0.0,13
213,@CNN,Thu May 21 18:40:04 +0000 2020,Victoria's Secret is permanently closing 250 stores in the US and Canada https://t.co/J7Fy8HGKQG,0.0,0.0,1.0,0.0,14
214,@CNN,Thu May 21 18:30:06 +0000 2020,President Trump calls Columbia University report that predicted there would have been fewer US deaths with earlier… https://t.co/Z4YiUSSQog,0.0,0.0,1.0,0.0,15
215,@CNN,Thu May 21 18:28:05 +0000 2020,Infectious disease experts at the University of Minnesota say testing is not accurate enough to use alone to make m… https://t.co/tsNaSDU8yF,-0.25,0.0,0.909,0.091,16
216,@CNN,Thu May 21 18:21:47 +0000 2020,The CDC hasn't responded to CNN's request for comment on whether its guidance includes adding antibody tests to tot… https://t.co/QeZduSiUOh,0.0,0.0,1.0,0.0,17
217,@CNN,Thu May 21 18:21:23 +0000 2020,"The states say their totals have included numbers from two test results: viral and antibody.

▪︎Viral tests look fo… https://t.co/fiK68FUUkM",0.0,0.0,1.0,0.0,18
218,@CNN,Thu May 21 18:20:31 +0000 2020,"At least four states — Virginia, Texas, Georgia, and Vermont — have combined data from two different test results,… https://t.co/S28SMnzlAA",0.0,0.0,1.0,0.0,19
219,@CNN,Thu May 21 18:15:04 +0000 2020,"""Democratic leaders sent a letter to President Trump requesting that he order flags lowered to half-staff when the… https://t.co/QTWMQ7ZHes",-0.128,0.0,0.923,0.077,20
220,@CNN,Thu May 21 18:10:05 +0000 2020,A FedEx carrier in Georgia turned to TikTok to help a 6-year-old fan send a gift to skateboarding pro Tony Hawk https://t.co/C02laKfEZX,0.7845,0.294,0.706,0.0,21
221,@CNN,Thu May 21 18:00:34 +0000 2020,"Sweden has revealed that despite adopting more relaxed measures to control coronavirus, only 7.3% of people in Stoc… https://t.co/0Lw7O5sF6c",-0.43,0.0,0.864,0.136,22
222,@CNN,Thu May 21 17:50:01 +0000 2020,"The projection — a guess, the CEO said, not a target — marks a major pivot by the world's biggest social media comp… https://t.co/4NT0kUGymG",0.0,0.0,1.0,0.0,23
223,@CNN,Thu May 21 17:44:48 +0000 2020,Some Salvadorans praise President Nayib Bukele for taking decisive action that may have saved his small Central Ame… https://t.co/9DBQJEePiT,0.8074,0.342,0.658,0.0,24
224,@CNN,Thu May 21 17:20:05 +0000 2020,"Colorful bleaching has been observed since 2010 in coral reefs across the globe, but the mechanism and reasoning be… https://t.co/lVE6Xna1mK",0.0,0.0,1.0,0.0,25
225,@CNN,Thu May 21 17:10:06 +0000 2020,"Washington, DC, Mayor Muriel Bowser says the District can begin stage one of its reopening on Friday, May 29, if th… https://t.co/pItzea89N6",0.0,0.0,1.0,0.0,26
226,@CNN,Thu May 21 17:00:19 +0000 2020,.@FareedZakaria investigates China and Covid-19. Discover what he learned in the new CNN Special Report – China’s D… https://t.co/24GJW9PBmk,0.4019,0.13,0.87,0.0,27
227,@CNN,Thu May 21 16:50:06 +0000 2020,"The Senate has confirmed GOP Rep. John Ratcliffe as President Trump's top intelligence official, tossing him into a… https://t.co/uvHZpA65HZ",0.5994,0.224,0.776,0.0,28
228,@CNN,Thu May 21 16:40:09 +0000 2020,Almost all of over a dozen entities that forecast the seasonal tropical outlook call for an above-average number of… https://t.co/SID5YN4KtN,0.0772,0.064,0.936,0.0,29
229,@CNN,Thu May 21 16:39:34 +0000 2020,"Wilson Roosevelt Jerman, a former White House butler who worked under 11 US Presidents, has died after contracting… https://t.co/gX6cH76GKF",-0.5574,0.0,0.833,0.167,30
230,@CNN,Thu May 21 16:30:07 +0000 2020,Actress Lori Loughlin and fashion designer Mossimo Giannulli have agreed to plead guilty to conspiracy charges in c… https://t.co/Vx499mEf90,-0.7351,0.083,0.591,0.327,31
231,@CNN,Thu May 21 16:20:09 +0000 2020,"Another 2.4 million Americans filed for first-time benefits last week, bringing the total to 38.6 million since mid… https://t.co/xs1kjEg2lT",0.3818,0.126,0.874,0.0,32
232,@CNN,Thu May 21 16:10:04 +0000 2020,A President who ought to be unifying the country seems to be using his office to indulge his own need for attention… https://t.co/h3DDdV0g3W,0.0,0.0,1.0,0.0,33
233,@CNN,Thu May 21 16:00:07 +0000 2020,New Zealand's Jacinda Ardern has floated the idea of a four-day working week to help the economy in the wake of the… https://t.co/ybmrEipcuK,0.4019,0.109,0.891,0.0,34
234,@CNN,Thu May 21 15:52:13 +0000 2020,"If the US began social distancing a week earlier than it did, it could've prevented at least 36,000 coronavirus dea… https://t.co/UDlgK8Dz4u",0.0258,0.052,0.948,0.0,35
235,@CNN,Thu May 21 15:40:48 +0000 2020,"So far, President Trump has resisted covering his face in public or being seen wearing a mask, despite the federal… https://t.co/SKq6S72qEG",0.0,0.0,1.0,0.0,36
236,@CNN,Thu May 21 15:30:03 +0000 2020,The Trump administration is preparing to withdraw from a major arms treaty designed to reduce the risk of military… https://t.co/M4WDMAfOUw,-0.2732,0.0,0.9,0.1,37
237,@CNN,Thu May 21 15:20:01 +0000 2020,China's rubberstamp parliament has announced that a new national security law in Hong Kong will be on the agenda at… https://t.co/DjHrFXC59n,0.34,0.107,0.893,0.0,38
238,@CNN,Thu May 21 15:10:05 +0000 2020,Green snow created by blooming algae in the Antarctic Peninsula is likely to spread as temperatures increase as a r… https://t.co/8Z6hFVA0Fm,0.5106,0.185,0.815,0.0,39
239,@CNN,Thu May 21 15:00:07 +0000 2020,California has quickly repaid a nearly $1.4 billion loan from the federal government used to fund a massive increas… https://t.co/er0IkaKj1X,0.0,0.0,1.0,0.0,40
240,@CNN,Thu May 21 14:50:07 +0000 2020,"""Trump's 'it will go away' statements about Covid-19 have baffled people who say he's downplaying the threat of the… https://t.co/B6EmqVgCYd",-0.5267,0.0,0.848,0.152,41
241,@CNN,Thu May 21 14:42:23 +0000 2020,"RT @CNNnewsroom: President Trump is threatening to withhold federal funding from Nevada over mail-in voting.

“It's a piece of political ab…",-0.5267,0.0,0.855,0.145,42
242,@CNN,Thu May 21 14:40:07 +0000 2020,"The resolution in Franklin County, which encompasses Ohio's capital of Columbus, references over 100 studies linkin… https://t.co/Tcqtm8DVmE",0.0,0.0,1.0,0.0,43
243,@CNN,Thu May 21 14:30:06 +0000 2020,US airline industry group Airlines for America says 8.5% of flights are more than 70% full. The group maintains tha… https://t.co/5UJNgn1LVq,0.0,0.0,1.0,0.0,44
244,@CNN,Thu May 21 14:20:00 +0000 2020,"When ""Pac-Man"" debuted 40 years ago, no one could have predicted it would become the most successful arcade game of… https://t.co/2biC9aYXsE",0.4391,0.162,0.751,0.087,45
245,@CNN,Thu May 21 14:10:08 +0000 2020,"Indian, Indonesian, Ethiopian and Nigerian cooks could teach novices a thing or two, since they've had meat-free ea… https://t.co/YxcBeATjwK",0.0,0.0,1.0,0.0,46
246,@CNN,Thu May 21 14:02:33 +0000 2020,The Louisville Metro Police Department will require all sworn officers to wear body cameras and will change how the… https://t.co/XKFWtdNdpn,0.0,0.0,1.0,0.0,47
247,@CNN,Thu May 21 13:51:07 +0000 2020,"The company said it expects it lost as much as $1.1 billion between February and May, blaming its losses on lockdow… https://t.co/hbtpecGNxg",-0.802,0.0,0.699,0.301,48
248,@CNN,Thu May 21 13:40:07 +0000 2020,"""In my brief, manic campaign to scrub as much of my personal data as possible and wipe my digital slate clean, I le… https://t.co/2n3UNGWBlt",0.4019,0.105,0.895,0.0,49
249,@CNN,Thu May 21 13:26:51 +0000 2020,JUST IN: Actress Lori Loughlin and fashion designer Mossimo Giannulli have agreed to plead guilty to conspiracy cha… https://t.co/97a9eMpkRF,-0.6249,0.086,0.658,0.255,50
250,@CNN,Thu May 21 13:17:17 +0000 2020,RT @cnni: British health care workers are taking part in a global clinical trial to test the effectiveness of anti-malarial drugs chloroqui…,0.4939,0.132,0.868,0.0,51
251,@CNN,Thu May 21 13:16:34 +0000 2020,"A shooter at Naval Air Station Corpus Christi in Texas has been ""neutralized,"" the US Navy said in a statement. One… https://t.co/wHr8cvcdif",0.0,0.0,1.0,0.0,52
252,@CNN,Thu May 21 13:00:04 +0000 2020,"Another 2.4 million Americans filed for first-time benefits last week, bringing the total to 38.6 million since mid… https://t.co/IYZua7p8x9",0.3818,0.126,0.874,0.0,53
253,@CNN,Thu May 21 12:50:02 +0000 2020,"JUST IN: Another 2.4 million Americans filed for first-time benefits last week, bringing the total to 38.6 million… https://t.co/ZuYXYhGXUk",0.3818,0.126,0.874,0.0,54
254,@CNN,Thu May 21 12:45:10 +0000 2020,This family discovered two bags containing nearly $1 million in cash while on an afternoon drive… https://t.co/dy8mJNIo2i,0.0,0.0,1.0,0.0,55
255,@CNN,Thu May 21 12:30:09 +0000 2020,"All newborns delivered to women with Covid-19 infections, confirmed or suspected, should be tested, the US Centers… https://t.co/NoCuytC7P6",-0.2263,0.0,0.899,0.101,56
256,@CNN,Thu May 21 12:15:06 +0000 2020,"Here's everything you need to know about the coronavirus pandemic today: https://t.co/e0RO4CX9A5

📩 Sign up to get… https://t.co/X88SeiGESM",0.0,0.0,1.0,0.0,57
257,@CNN,Thu May 21 12:13:48 +0000 2020,"RT @NewDay: Biologist @ErinBromage shares tips on how to celebrate safely this holiday weekend:

- No shared chips, bring your own food

-…",0.8678,0.371,0.565,0.064,58
258,@CNN,Thu May 21 12:00:08 +0000 2020,"In less than 12 hours, about 11,000 people evacuated Midland, Michigan, and its surrounding areas after two dams fa… https://t.co/bSxEYEOTje",0.0,0.0,1.0,0.0,59
259,@CNN,Thu May 21 11:45:04 +0000 2020,This Tokyo pub has a machine that sprays customers with disinfectant as they enter https://t.co/9MObCX39mA https://t.co/9NuitnD2Nc,0.0,0.0,1.0,0.0,60
260,@CNN,Thu May 21 11:30:06 +0000 2020,"Disney Springs — Walt Disney World Resort's shopping, dining and entertainment complex — has started a phased reope… https://t.co/6BF1MJHK6J",0.4215,0.135,0.865,0.0,61
261,@CNN,Thu May 21 11:15:05 +0000 2020,"As productions began to shutter in the second week of March, the Food Network was quick to realize the need for pro… https://t.co/7hMUEp5eUO",0.0,0.0,1.0,0.0,62
262,@CNN,Thu May 21 11:00:13 +0000 2020,"More than 5 million cases of Covid-19 have now been recorded globally, according to data compiled by Johns Hopkins… https://t.co/ANSr58i7wO",0.0,0.0,1.0,0.0,63
263,@CNN,Thu May 21 10:45:09 +0000 2020,"South Korean football team FC Seoul has said it has been handed a $81,300 fine after being accused of placing sex d… https://t.co/xhoxAn13W2",-0.1027,0.072,0.84,0.088,64
264,@CNN,Thu May 21 10:37:45 +0000 2020,"The coronavirus recession will cause Trump to suffer a ""historic defeat"" in November, a national election model rel… https://t.co/oufPb1bfZA",-0.8519,0.0,0.632,0.368,65
265,@CNN,Thu May 21 10:20:03 +0000 2020,"Virginia, Texas, Georgia, and Vermont say they've been adding two numbers — viral test results and antibody test re… https://t.co/fA8eRq0Pha",0.0,0.0,1.0,0.0,66
266,@CNN,Thu May 21 09:59:05 +0000 2020,A man in Singapore was sentenced to death for drug trafficking last week via a Zoom call as the country's courts ho… https://t.co/Nrck6NqKhT,-0.6124,0.0,0.808,0.192,67
